collection_id,tenant_id,prediction_time,pred_mem_mb,pred_cpu_p95
20129862094,wK+x0fKsfKk9Zlw3LLJIyhB45FvMv9OHG5jflcxN13Q=,1970-01-01 00:34:21.900,0.0018087458,0.0020398483611643
20129862094,wK+x0fKsfKk9Zlw3LLJIyhB45FvMv9OHG5jflcxN13Q=,1970-01-01 00:34:27.000,0.002392782,0.0024236347526311
20129862094,wK+x0fKsfKk9Zlw3LLJIyhB45FvMv9OHG5jflcxN13Q=,1970-01-01 00:38:59.249,0.11779045,0.1031377054750919
20129862094,wK+x0fKsfKk9Zlw3LLJIyhB45FvMv9OHG5jflcxN13Q=,1970-01-01 00:39:40.200,0.28637454,0.0777229852974414
20129862094,wK+x0fKsfKk9Zlw3LLJIyhB45FvMv9OHG5jflcxN13Q=,1970-01-01 00:39:41.700,0.002187539,0.0034744825679808
20129862094,wK+x0fKsfKk9Zlw3LLJIyhB45FvMv9OHG5jflcxN13Q=,1970-01-01 00:39:42.600,0.002096096,0.003253472270444
20129862094,wK+x0fKsfKk9Zlw3LLJIyhB45FvMv9OHG5jflcxN13Q=,1970-01-01 00:39:44.100,0.2952387,0.0877154283225536
20129862094,wK+x0fKsfKk9Zlw3LLJIyhB45FvMv9OHG5jflcxN13Q=,1970-01-01 00:39:45.000,0.28673738,0.0990222953259944
20129862094,wK+x0fKsfKk9Zlw3LLJIyhB45FvMv9OHG5jflcxN13Q=,1970-01-01 00:44:38.700,0.46089402,0.0779689734335988
20185875166,j6RaIcPIrs5ic5o0GdUXyGd5pnApZJgOANPCcjBjS/c=,1970-01-01 00:03:38.400,0.00050945766,0.0008838162757456
20185875166,j6RaIcPIrs5ic5o0GdUXyGd5pnApZJgOANPCcjBjS/c=,1970-01-01 00:07:17.100,0.0007999856,0.000760362483561
20185875166,j6RaIcPIrs5ic5o0GdUXyGd5pnApZJgOANPCcjBjS/c=,1970-01-01 00:13:42.900,0.0005907696,0.0007882565259933
20185875166,j6RaIcPIrs5ic5o0GdUXyGd5pnApZJgOANPCcjBjS/c=,1970-01-01 00:23:47.100,0.0006929152,0.0007511172443628
20185875166,j6RaIcPIrs5ic5o0GdUXyGd5pnApZJgOANPCcjBjS/c=,1970-01-01 00:28:49.800,0.0007066801,0.0006358311511576
20185875166,j6RaIcPIrs5ic5o0GdUXyGd5pnApZJgOANPCcjBjS/c=,1970-01-01 00:31:51.300,0.00089827366,0.000643316656351
20185875166,j6RaIcPIrs5ic5o0GdUXyGd5pnApZJgOANPCcjBjS/c=,1970-01-01 00:36:34.500,0.0011217371,0.0007114955224096
20185875166,j6RaIcPIrs5ic5o0GdUXyGd5pnApZJgOANPCcjBjS/c=,1970-01-01 00:39:56.400,0.0008034874,0.0005265520885586
20185875166,j6RaIcPIrs5ic5o0GdUXyGd5pnApZJgOANPCcjBjS/c=,1970-01-01 00:44:38.700,0.0010051839,0.0006760703399777
20216018222,j6RaIcPIrs5ic5o0GdUXyGd5pnApZJgOANPCcjBjS/c=,1970-01-01 00:03:41.100,0.0004779566,0.0008413600735366
20216018222,j6RaIcPIrs5ic5o0GdUXyGd5pnApZJgOANPCcjBjS/c=,1970-01-01 00:07:16.500,0.00075323693,0.0007552951574325
20216018222,j6RaIcPIrs5ic5o0GdUXyGd5pnApZJgOANPCcjBjS/c=,1970-01-01 00:10:57.900,0.0005122125,0.0007381164468824
20216018222,j6RaIcPIrs5ic5o0GdUXyGd5pnApZJgOANPCcjBjS/c=,1970-01-01 00:13:51.900,0.00052858517,0.0007099690847098
20216018222,j6RaIcPIrs5ic5o0GdUXyGd5pnApZJgOANPCcjBjS/c=,1970-01-01 00:16:04.200,0.00087509863,0.0007462613284587
20216018222,j6RaIcPIrs5ic5o0GdUXyGd5pnApZJgOANPCcjBjS/c=,1970-01-01 00:23:51.900,0.0005871188,0.0007040253840386
20216018222,j6RaIcPIrs5ic5o0GdUXyGd5pnApZJgOANPCcjBjS/c=,1970-01-01 00:32:01.500,0.0010408983,0.0006552739068865
20216018222,j6RaIcPIrs5ic5o0GdUXyGd5pnApZJgOANPCcjBjS/c=,1970-01-01 00:39:39.900,0.000798136,0.0005449950695037
20216018222,j6RaIcPIrs5ic5o0GdUXyGd5pnApZJgOANPCcjBjS/c=,1970-01-01 00:44:27.900,0.0009465348,0.0005747452378273
21121573350,wK+x0fKsfKk9Zlw3LLJIyhB45FvMv9OHG5jflcxN13Q=,1970-01-01 00:00:52.500,0.01388762,0.0011902758851647
